arcade,n.,拱廊；游戏机中心
Piccadilly,n.,皮卡迪利
jewellery,n.,珠宝首饰
necklace,n.,项链
background,n.,背景
velvet,n.,天鹅绒；丝绒
headlight,n.,车头灯
blare,v.,发出响亮刺耳的声音
staff,n.,员工
raid,n.,突袭；搜查
scramble,v.,攀爬；争抢
ashtray,n.,烟灰缸
mutilate,v.,使残缺；毁伤
chew,v.,咀嚼
fiancé,n.,未婚夫
microwave,n.,微波炉
oven,n.,烤箱
safekeeping,n.,妥善保管
Newcastle,n.,纽卡斯尔
identify,v.,识别；确认
spokeswoman,n.,女发言人
monastery,n.,修道院
pass,n.,通行证
pass,v.,通过
watchdog,n.,看门狗；监察者
rashly,adv.,鲁莽地
enclosure,n.,围场；附件
monk,n.,僧侣；和尚
privacy,n.,隐私
skier,n.,滑雪者
Easter,n.,复活节
fascinate,v.,迷住；深深吸引
affectionate,adj.,深情的；充满爱的
mysterious,adj.,神秘的
submissive,adj.,顺从的；服从的
feline,adj.,猫科的；像猫的
independence,n.,独立
high-rise,n.,高楼大厦
windowsill,n.,窗台
paratrooper,n.,伞兵
squirrel,n.,松鼠
air-resistance,n.,空气阻力
impact,n.,冲击；影响
Southampton,n.,南安普敦
colossal,adj.,巨大的
watertight,adj.,不漏水的
compartment,n.,隔间；车厢
flood,v.,淹没
float,v.,漂浮
tragic,adj.,悲惨的；悲剧的
liner,n.,邮轮；班轮
voyage,n.,航行
iceberg,n.,冰山
lookout,n.,瞭望员
collision,n.,碰撞
narrowly,adv.,勉强地；惊险地
slight,adj.,轻微的
tremble,v.,颤抖
faint,v.,昏倒
faint,adj.,微弱的
horror,n.,恐惧；恐怖
abandon,v.,抛弃；放弃
plunge,v.,投入；跳入
lifeboat,n.,救生艇
guilty,adj.,有罪的；内疚的
tolerant,adj.,宽容的
declare,v.,宣布；申报
hardened,adj.,变硬的；有经验的
professional,adj.,专业的
professional,n.,专业人士
smuggler,n.,走私者
officious,adj.,爱管闲事的
confidently,adv.,自信地
dreadful,adj.,可怕的；糟糕的
pounce,v.,猛扑
perfume,n.,香水
sarcastically,adv.,讽刺地
exempt,adj.,被豁免的
duty,n.,责任；关税
gel,n.,凝胶
mixture,n.,混合物
unscrew,v.,拧开
nostril,n.,鼻孔
baggage,n.,行李
desert island,n.,荒岛
unrealistic,adj.,不切实际的
paradise,n.,天堂；乐园
wretched,adj.,悲惨的；不幸的
starve,v.,挨饿
element,n.,元素；要素
opportunity,n.,机会
coral,n.,珊瑚
Virgin Islands,n.,维尔京群岛
Miami,n.,迈阿密
dinghy,n.,小艇
Caribbean,n.,加勒比
spear gun,n.,鱼枪
lobster,n.,龙虾
tanker,n.,油轮
genuinely,adv.,真正地；真诚地
Robinson Crusoe,n.,鲁滨逊·克鲁索
costume,n.,服装；戏服
consist,v.,由…组成
sheet,n.,床单；一张(纸)
effective,adj.,有效的
storeroom,n.,储藏室
electricity,n.,电
metre,n.,米；公尺
pace,n.,步速；节奏
flee,v.,逃跑
slam,v.,猛地关上
gangster,n.,歹徒；匪徒
Chicago,n.,芝加哥
protection,n.,保护
destroy,v.,摧毁；破坏
remarkable,adj.,非凡的；显著的
band,n.,乐队；带子
Florence,n.,佛罗伦萨
city-state,n.,城邦
hire,v.,租用；雇佣
prince,n.,王子
Florentine,n.,佛罗伦萨人
funeral,n.,葬礼
dedicate,v.,奉献；致力于
memory,n.,记忆；纪念
valiant,adj.,勇敢的
pocket money,n.,零用钱
rattle,v.,发出嘎嘎声
thrifty,adj.,节俭的
nephew,n.,侄子；外甥
bounce,v.,弹起；反弹
pavement,n.,人行道
stick,v.,粘贴；卡住
stick,n.,棍子
brigade,n.,队；旅
grease,n.,油脂
prize,n.,奖品
tie,n.,领带；平局
theft,n.,盗窃
accuse,v.,指控
deny,v.,否认
ashamed,adj.,羞愧的；惭愧的
apologize,v.,道歉
dye,v.,染色
dye,n.,染料
suspension,n.,暂停；悬挂
agreeable,adj.,令人愉快的；同意的
situation,n.,情况；处境
locate,v.,位于；找到
immortal,adj.,不朽的
Brooklyn,n.,布鲁克林
Staten,n.,斯塔滕
span,n.,跨度
span,v.,横跨
cable,n.,缆绳；电缆
concrete,n.,混凝土
suspend,v.,悬挂；暂停
length,n.,长度
estimate,v.,估计
estimate,n.,估计
capacity,n.,容量；能力
immensity,n.,巨大；广阔
elegant,adj.,优雅的
faintly,adv.,微弱地
current,n.,水流；电流
current,adj.,当前的
sculpture,n.,雕塑
mistaken,adj.,错误的
gallery,n.,画廊；美术馆
exhibit,v.,展览
exhibit,n.,展品
oddly,adv.,奇怪地
attach,v.,附上；连接
sphere,n.,球体
magnetize,v.,使磁化
repel,v.,排斥；击退
flicker,v.,闪烁
emit,v.,发出；散发
flash,n.,闪光
flash,v.,闪光
prehistoric,adj.,史前的
electronic,adj.,电子的
emotionally,adv.,情绪上地
dear,adj.,亲爱的；昂贵的
kidnapper,n.,绑匪
considerable,adj.,相当大的
wealthy,adj.,富有的
orderly,adj.,有秩序的
disappearance,n.,消失
anonymous,adj.,匿名的
ransom,n.,赎金
cardboard,n.,纸板
withdraw,v.,撤回；取款
punctually,adv.,准时地
astound,v.,使震惊
pioneer,n.,先驱；先锋
lord,n.,勋爵；领主
Calais,n.,加来
overland,adv.,经陆路
boxing,n.,拳击
boxer,n.,拳击手
bare,adj.,赤裸的
prizefighter,n.,职业拳击手
crude,adj.,粗糙的；简陋的
marquis,n.,侯爵
technically,adv.,技术上
science,n.,科学
popularity,n.,受欢迎；流行
adore,v.,崇拜；爱慕
alike,adv.,同样地
alike,adj.,相似的
fame,n.,名声
eminent,adj.,杰出的；卓越的
bet,v.,打赌
bet,n.,赌注
academy,n.,学院
extravagant,adj.,奢侈的；浪费的
poverty,n.,贫穷
run,v.,跑；经营
lines,n.,台词
part,n.,部分；角色
falter,v.,犹豫；蹒跚
cast,n.,演员阵容
cast,v.,投掷；扮演
role,n.,角色
aristocrat,n.,贵族
imprison,v.,监禁
Bastille,n.,巴士底狱
gaoler,n.,狱卒
colleague,n.,同事
curtain,n.,窗帘；幕布
reveal,v.,揭示；透露
cell,n.,细胞；单人牢房
blank,adj.,空白的
squint,v.,眯着眼看
dim,adj.,昏暗的
sire,n.,陛下
proceed,v.,继续进行
poison,n.,毒药
poison,v.,毒害
illogical,adj.,不合逻辑的
octopus,n.,章鱼
delicacy,n.,美食；佳肴
repulsive,adj.,令人厌恶的
stomach,n.,胃
turn,v.,转动
fry,v.,煎；炸
fat,n.,脂肪
abuse,n.,滥用；虐待
abuse,v.,滥用；虐待
snail,n.,蜗牛
luxury,n.,奢侈品；奢华
associate,v.,联系；联想
despise,v.,鄙视
appeal,v.,呼吁；吸引
appeal,n.,吸引力
shower,n.,淋浴
stroll,v.,散步；闲逛
impulse,n.,冲动
dozen,n.,一打；十二个
fancy,adj.,花哨的；昂贵的
fancy,v.,想象；喜欢
skeleton,n.,骨骼；骨架
seemingly,adv.,表面上；似乎
respectable,adj.,体面的；值得尊敬的
conceal,v.,隐藏
vivid,adj.,生动的
dramatic,adj.,戏剧性的；引人注目的
ruin,v.,毁坏
ruin,n.,废墟
heroine,n.,女主角
fiction,n.,小说
varying,adj.,变化的
guestroom,n.,客房
unpack,v.,打开(行李)
stack,n.,一堆
stack,v.,堆放
underclothes,n.,内衣
drawer,n.,抽屉
petrify,v.,使石化；使惊呆
dangle,v.,悬挂；摇晃
sway,v.,摇摆
unsympathetic,adj.,无同情心的
medical,adj.,医学的
impressive,adj.,令人印象深刻的
steamship,n.,轮船；蒸汽船
vessel,n.,船；容器
era,n.,时代
Java,n.,爪哇
rudder,n.,舵
roll,v.,滚动；摇晃
steer,v.,驾驶；掌舵
temporary,adj.,临时的
plank,n.,木板
fit,v.,安装；适合
fit,adj.,健康的
Equator,n.,赤道
delay,v.,延迟；耽搁
influence,n.,影响
influence,v.,影响
pride,n.,骄傲；自豪
taste,n.,品味；味道
taste,v.,品尝
exert,v.,施加；运用
subtle,adj.,微妙的
classify,v.,分类
magic,n.,魔法；魔力
sample,n.,样品
devise,v.,设计；想出
capture,v.,捕捉；俘获
manufacturer,n.,制造商
wheelbarrow,n.,手推车
ingredient,n.,成分；原料
crane,n.,起重机；鹤
anticipate,v.,预期；预料
philosopher,n.,哲学家
wisdom,n.,智慧
priest,n.,牧师；神父
spiritual,adj.,精神的
grudge,n.,怨恨
surgeon,n.,外科医生
passer-by,n.,路人
dignity,n.,尊严
deliberately,adv.,故意地
consequence,n.,后果；结果
afflict,v.,使痛苦；折磨
ease,n.,安逸；舒适
ease,v.,减轻
nature,n.,自然；本性
contempt,n.,鄙视；轻视
envious,adj.,嫉妒的
wares,n.,商品；货物
anchor,n.,锚
deck,n.,甲板
silverware,n.,银器
tempt,v.,引诱
bargain,n.,便宜货
bargain,v.,讨价还价
disembark,v.,下船；登陆
assail,v.,攻击；质问
marble,n.,大理石
inscribe,v.,铭刻
favour,n.,恩惠；偏爱
gesticulate,v.,做手势
outrageous,adj.,骇人的；无耻的
thrust,v.,猛推
largely,adv.,主要地；大部分
comic,adj.,喜剧的；滑稽的
universal,adj.,普遍的；通用的
comedian,n.,喜剧演员
distasteful,adj.,令人反感的
pester,v.,纠缠；烦扰
dread,v.,恐惧；害怕
recovery,n.,恢复
plaster,n.,石膏
console,v.,安慰
hobble,v.,跛行
compensate,v.,补偿
mumble,v.,喃喃自语
labourer,n.,劳工；工人
overnight,adv.,一夜之间
hay,n.,干草
corn,n.,玉米；谷物
moonlight,n.,月光
conscientious,adj.,认真的；尽责的
suspect,v.,怀疑
suspect,n.,嫌疑人
desert,v.,抛弃；擅离职守
regiment,n.,团(军队)
action,n.,行动
recluse,n.,隐士
lovable,adj.,可爱的
eccentric,adj.,古怪的
eccentric,n.,古怪的人
disregard,v.,忽视；不理会
convention,n.,惯例；大会
conscious,adj.,有意识的；意识到的
invariably,adv.,总是；不变地
routine,n.,常规；例行公事
shrewd,adj.,精明的
eccentricity,n.,古怪行为
legendary,adj.,传奇的
snob,n.,势利小人
intensely,adv.,强烈地
bedraggled,adj.,湿透的；邋遢的
dump,v.,倾倒；丢弃
apologetic,adj.,道歉的
reprimand,v.,训斥；谴责
stage,n.,舞台；阶段
elaborate,adj.,精心制作的
elaborate,v.,详细阐述
salvage,v.,抢救；打捞
Barents,n.,巴伦支
sunken,adj.,沉没的
cargo,n.,货物
bullion,n.,金条；银条
scour,v.,搜寻；擦洗
chest,n.,箱子；胸部
contents,n.,内容；所含之物
belongings,n.,财产；所有物
item,n.,项目；物品
cruiser,n.,巡洋舰
find,n.,发现物
log book,n.,航海日志
piece,n.,一块；一件
convoy,n.,护航队
torpedo,n.,鱼雷
submarine,n.,潜艇
naval,adj.,海军的
ministry,n.,(政府的)部
prelude,n.,前奏；序幕
unforeseen,adj.,未预见到的
series,n.,一系列
catastrophe,n.,灾难
crockery,n.,陶器；瓦器
suburb,n.,郊区
collide,v.,碰撞
learner,n.,学习者；初学者
panic,n.,恐慌
panic,v.,恐慌
windscreen,n.,挡风玻璃
alongside,prep.,在…旁边
slide,v.,滑动
stray,adj.,走失的；流浪的
confusion,n.,混乱；困惑
greedily,adv.,贪婪地
devour,v.,吞食
antique,n.,古董
antique,adj.,古董的
fascination,n.,魅力；着迷
forbidding,adj.,令人生畏的；险恶的
muster,v.,鼓起(勇气)；召集
pretentious,adj.,自命不凡的；炫耀的
labyrinth,n.,迷宫
musty,adj.,发霉的
rarity,n.,稀有
assorted,adj.,各式各样的
junk,n.,垃圾；废品
carve,v.,雕刻
dagger,n.,匕首
litter,v.,乱扔
dedicated,adj.,专注的；献身的
bargain hunter,n.,到处找便宜货的人
dealer,n.,商人
cherish,v.,珍爱
amply,adv.,充足地
masterpiece,n.,杰作
mere,adj.,仅仅的
prise,v.,撬开
miniature,n.,微缩模型
miniature,adj.,微型的
composition,n.,作品；构图；作文
justice,n.,公正；司法
court,n.,法庭
law,n.,法律
innocence,n.,无辜；天真
undertake,v.,承担；从事
arduous,adj.,艰巨的；费力的
abstract,adj.,抽象的
concept,n.,概念
mete out,v.,给予(惩罚)
interference,n.,干涉
accord,n.,协议；一致
premises,n.,房产；经营场所
convert,v.,转换
disused,adj.,废弃的
fireplace,n.,壁炉
muffle,v.,捂住；使声音变低沉
chip,v.,削下；凿下
emerge,v.,出现
credulous,adj.,轻信的
improbable,adj.,不大可能的
obscure,adj.,模糊的；不出名的
maidservant,n.,女仆
presume,v.,推测；假定
wickedly,adv.,邪恶地
plot,n.,阴谋
plot,v.,密谋
downfall,n.,垮台；衰败
naive,adj.,天真的
unacceptable,adj.,不能接受的
conspire,v.,共谋；密谋
incredible,adj.,难以置信的
resemblance,n.,相似
scorn,n.,轻蔑
acquaint,v.,使熟悉
reunite,v.,重聚
assume,v.,假设；承担
express,adj.,快速的
express,v.,表达
punctual,adj.,准时的
condition,n.,条件；状况
unshakable,adj.,不可动摇的
faith,n.,信仰；信任
cancel,v.,取消
exceptionally,adv.,格外地；异常地
dislocate,v.,使脱臼；扰乱
blame,v.,责备
consult,v.,咨询；查阅
direct,adj.,直接的
direct,v.,指导
odd,adj.,奇怪的；奇数的
reflect,v.,反射；反映
advantage,n.,优势；好处
mighty,adj.,强大的
dawdle,v.,闲逛；磨蹭
chug,v.,(发出)轧轧声
lodge,v.,寄宿；提出(投诉)
complaint,n.,投诉；抱怨
triumph,n.,胜利
asterisk,n.,星号
conduct,v.,进行；引导
conduct,n.,行为
calendar,n.,日历
historian,n.,历史学家
unique,adj.,独特的
steadily,adv.,稳定地
solely,adv.,仅仅；唯一地
video,n.,视频
CD-ROM,n.,光盘
bewilder,v.,使迷惑
deduce,v.,推断
scanty,adj.,缺乏的；不足的
mammoth,n.,猛犸象
mammoth,adj.,巨大的
tusk,n.,长牙
nomad,n.,游牧民
correlate,v.,使相互关联
clue,n.,线索
insignificant,adj.,微不足道的
shed,v.,脱落；流出
advent,n.,到来；出现
agriculture,n.,农业
assumption,n.,假设
dot,n.,点
symbol,n.,符号；象征
engrave,v.,雕刻
ivory,n.,象牙
phase,n.,阶段
primitive,adj.,原始的
depict,v.,描绘
rough,adj.,粗糙的；崎岖的
boulder,n.,巨石
pit,n.,坑
perturb,v.,使不安
underestimate,v.,低估
swerve,v.,突然转向
scoop,v.,舀起
ominously,adv.,不祥地
rip,v.,撕裂
zigzag,n.,之字形
shallow,adj.,浅的
grind,v.,磨碎
stretch,n.,一段路程
stretch,v.,伸展
obstacle,n.,障碍
clump,n.,一丛；一簇
fissure,n.,裂缝
renew,v.,更新；续期
pleading,n.,恳求
gear,n.,齿轮；排挡
astride,prep.,跨坐
crack,n.,裂缝
crack,v.,裂开
halt,v.,停止
halt,n.,停止
dashboard,n.,仪表盘
hoax,n.,骗局；恶作剧
deception,n.,欺骗
self-respecting,adj.,有自尊心的
indulge,v.,沉溺；放纵
pneumatic,adj.,气动的
drill,n.,钻子
silly,adj.,愚蠢的
advance,n.,前进；预付款
archway,n.,拱门
remonstrate,v.,抗议；抱怨
ironically,adv.,讽刺地
permission,n.,允许
grant,v.,授予；同意
illusion,n.,幻觉；错觉
pastoral,adj.,田园的；牧师的
breed,v.,繁殖；饲养
rapture,n.,狂喜
extol,v.,赞美
superior,adj.,优越的；上级的
cockcrow,n.,鸡鸣
twitter,v.,(鸟)啾啾叫
glint,v.,闪烁
pasture,n.,牧场
idyllic,adj.,田园诗般的
virtually,adv.,几乎；事实上
dubious,adj.,可疑的
misery,n.,痛苦；悲惨
acquaintance,n.,熟人
treat,v.,对待；治疗
dweller,n.,居民
stagger,v.,蹒跚
exotic,adj.,异国情调的
glow,n.,光辉
glow,v.,发光
descend,v.,下降
tuck,v.,塞进
obstinately,adv.,固执地
caveman,n.,穴居人
pot-holing,n.,洞穴探险
solitude,n.,孤独；独居
lure,v.,引诱
pot-holer,n.,洞穴探险者
rambler,n.,漫步者
undertaking,n.,任务；事业
foresight,n.,预见；先见之明
foretell,v.,预言
Grenoble,n.,格勒诺布尔
chasm,n.,裂口；峡谷
flaw,n.,瑕疵；缺陷
distinguished,adj.,杰出的；著名的
Everest,n.,珠穆朗玛峰
wade,v.,涉水
waterfall,n.,瀑布
gear,n.,装备
inflatable,adj.,可充气的
rubble,n.,碎石
insistent,adj.,坚持的
boom,n.,隆隆声
boom,v.,繁荣
waterspout,n.,水龙卷
cleft,n.,裂缝
cavern,n.,大洞穴
stalagmite,n.,石笋
stalactite,n.,钟乳石
limestone,n.,石灰岩
glisten,v.,闪光
eerie,adj.,怪异的；阴森的
dome,n.,圆屋顶
insure,v.,投保
fete,n.,游园会
premium,n.,保险费
recover,v.,恢复；找回
admittedly,adv.,公认地；诚然
purchase,v.,购买
purchase,n.,购买
annual,adj.,每年的
teenager,n.,青少年
capsize,v.,(船)倾覆
shiver,v.,颤抖
dive,v.,潜水；跳水
haul,v.,拖；拉
hawser,n.,粗缆绳
rim,n.,边缘
winch,n.,绞车
agonizing,adj.,令人痛苦的
perch,v.,栖息
precariously,adv.,危险地
overbalance,v.,失去平衡
clamp,n.,夹子
clamp,v.,夹紧
vertically,adv.,垂直地
torrent,n.,激流
rebound,v.,反弹
positively,adv.,肯定地；积极地
compartment,n.,隔间
cramped,adj.,狭窄的
stuffy,adj.,闷热的
monotonous,adj.,单调的
rhythm,n.,节奏
click,n.,咔哒声
lull,v.,使平静；催人入睡
snatch,n.,片段
sleeper,n.,卧铺车厢；睡眠者
fumble,v.,摸索
inspection,n.,检查
inevitably,adv.,不可避免地
destination,n.,目的地
exhaust,v.,使筋疲力尽
exhaust,n.,废气
motorway,n.,高速公路
ferry,n.,渡轮
cruise,n.,乘船游览
civilize,v.,使文明
spacious,adj.,宽敞的
seasick,adj.,晕船的
intimidate,v.,恐吓；威胁
disadvantage,n.,缺点；不利
exhilarating,adj.,令人兴奋的
escapist,n.,逃避现实者
sip,v.,啜饮
champagne,n.,香槟
refinement,n.,文雅；精致
breathtaking,adj.,惊人的；令人叹为观止的
soar,v.,翱翔；高飞
effortlessly,adv.,毫不费力地
landscape,n.,风景
uncrumpled,adj.,未皱的
democratic,adj.,民主的
restrict,v.,限制
contention,n.,争论；论点
untold,adj.,数不清的；未说出的
South Dakota,n.,南达科他州
perpetual,adj.,永久的；不断的
quintuplet,n.,五胞胎
obscurity,n.,默默无闻；晦涩
radically,adv.,根本地；彻底地
exclusive,adj.,独家的；排外的
nursery,n.,托儿所；育婴室
commercialization,n.,商业化
commodity,n.,商品
plead,v.,恳求；辩护
ignorance,n.,无知
publication,n.,出版物；发表
newlyweds,n.,新婚夫妇
gaily,adv.,快乐地
leisure,n.,休闲
keen,adj.,热衷的；敏锐的
advisory,adj.,咨询的
novice,n.,新手
consumer,n.,消费者
assemble,v.,组装；集合
outlet,n.,出口；专卖店
creative,adj.,有创造力的
handyman,n.,勤杂工；能工巧匠
resourceful,adj.,足智多谋的
fuse,n.,保险丝
fuse,v.,熔合
rickety,adj.,摇摇欲坠的
clog,v.,堵塞
delusion,n.,错觉；妄想
lawn mower,n.,割草机
adjustment,n.,调整
screw,n.,螺丝
dismantle,v.,拆卸
chunk,n.,大块
snap,v.,突然折断
insurmountable,adj.,无法克服的
jigsaw,n.,拼图
nag,v.,唠叨
rust,n.,锈
rust,v.,生锈
pollution,n.,污染
overpopulated,adj.,人口过多的
over-industrialized,adj.,过度工业化的
sheer,adj.,完全的；陡峭的
worldwide,adj.,全世界的
overwhelm,v.,压倒；淹没
pollute,v.,污染
pesticide,n.,杀虫剂
fertilizer,n.,肥料
salmonella,n.,沙门氏菌
listeria,n.,李斯特菌
vegetarian,n.,素食者
organically-grown,adj.,有机种植的
insidious,adj.,潜伏的；阴险的
urban,adj.,城市的
burglar,n.,窃贼
burgle,v.,入室盗窃
scream,v.,尖叫
profound,adj.,深刻的
irritation,n.,烦恼；刺激
incessantly,adv.,不停地
whine,v.,哀鸣；发牢骚
maximum,n.,最大值
maximum,adj.,最大的
technology,n.,技术
contribution,n.,贡献
mobile,adj.,可移动的
snore,v.,打鼾
offender,n.,罪犯；冒犯者
staggering,adj.,惊人的
trumpet,n.,小号
partner,n.,伙伴；搭档
inaccessible,adj.,难以到达的
hospitable,adj.,好客的
hostile,adj.,敌对的
vicinity,n.,附近
architectural,adj.,建筑的
fresco,n.,壁画
abruptly,adv.,突然地
tramp,v.,跋涉
moor,n.,荒野
straggle,v.,散落；掉队
dilapidated,adj.,破旧的
sardine,n.,沙丁鱼
rag,n.,破布
motionless,adj.,静止的
procession,n.,队伍；行列
shawl,n.,披肩
peer,v.,凝视
quicken,v.,加快
rambling,adj.,漫步的；杂乱无章的
sentimentally,adv.,多愁善感地
lavishly,adv.,奢侈地；慷慨地
immaculate,adj.,洁净的；无瑕的
parquet,n.,镶木地板
gleam,v.,闪烁
preside,v.,主持
invisible,adj.,看不见的
scrub,v.,擦洗
enlightened,adj.,开明的
fickleness,n.,善变
unrelenting,adj.,不屈不挠的；无情的
disillusion,n.,幻灭
industriousness,n.,勤奋
qualification,n.,资格
mirth,n.,欢乐
cellar,n.,地窖
resolution,n.,决心；决议
mentally,adv.,精神上
compile,v.,编写；汇编
formidable,adj.,可怕的；令人敬畏的
recur,v.,再发生
regularity,n.,规律性
accomplishment,n.,成就
attainment,n.,达到；成就
inveterate,adj.,根深蒂固的
self-improvement,n.,自我提升
scheme,n.,计划；方案
ambitious,adj.,有野心的
pitfall,n.,陷阱；困难
modest,adj.,谦虚的；适度的
assiduously,adv.,刻苦地
self-discipline,n.,自律
frame,n.,框架
betray,v.,背叛
troop,n.,部队
unsettle,v.,使不安
taunt,v.,嘲弄
jibe,n.,嘲讽
good-humouredly,adv.,和气地
wane,v.,衰落；减弱
diminish,v.,减少
hypnotize,v.,催眠
undoing,n.,毁灭的原因
screen,n.,屏幕
notoriously,adv.,臭名昭著地
mainframe,n.,大型机
full-time,adj.,全职的
technician,n.,技术员
software,n.,软件
IBM,n.,IBM公司
DOS,n.,磁盘操作系统
Microsoft,n.,微软
user-friendly,adj.,用户友好的；易于使用的
multimedia,n.,多媒体
alternative,n.,替代选择
alternative,adj.,替代的
diagnose,v.,诊断
accountant,n.,会计师
repetitive,adj.,重复的
clerical,adj.,文书的
Internet,n.,互联网
network,n.,网络
permanent,adj.,永久的
tint,n.,色彩；色调
delicate,adj.,精致的；脆弱的
shade,n.,阴凉处；色度
observant,adj.,观察力敏锐的
greyish,adj.,浅灰色的
dispel,v.,驱散
outlandish,adj.,古怪的
acquisition,n.,获得；收购
cosmetic,n.,化妆品
fanciful,adj.,想象的；稀奇的
insoluble,adj.,不能溶解的；无法解决的
prompt,v.,促使
prompt,adj.,迅速的
exclusive,adj.,独家的
syllable,n.,音节
bewilderment,n.,困惑
freckle,n.,雀斑
evidently,adv.,明显地
weird,adj.,怪异的
concoction,n.,混合物；调制品
intoxicate,v.,使陶醉；使中毒
discreetly,adv.,谨慎地
clutch,v.,紧握
adorn,v.,装饰
evolve,v.,进化；发展
high-handed,adj.,高压的；专横的
incompetent,adj.,不称职的
over-zealously,adv.,过分热情地
safeguard,v.,保护
parliamentary,adj.,议会的
qualified,adj.,有资格的
grievance,n.,不满；怨言
Justiteombudsman,n.,司法特派员
ombudsman,n.,监察员
secretive,adj.,秘密的
correspondence,n.,通信；信件
alter,v.,改变
accusation,n.,指控
ascertain,v.,查明；确定
prejudiced,adj.,有偏见的
insect,n.,昆虫
wage,v.,发动(战争)
contaminate,v.,污染
provocation,n.,挑衅
spider,n.,蜘蛛
wasp,n.,黄蜂
moth,n.,蛾
ant,n.,蚂蚁
revulsion,n.,厌恶
horde,n.,一大群
uncanny,adj.,神秘的；不可思议的
erase,v.,擦掉
praying mantis,n.,螳螂
entranced,adj.,着迷的
beetle,n.,甲虫
sheltered,adj.,受保护的
luscious,adj.,甘美的；美味的
cluster,n.,一簇；一群
aphid,n.,蚜虫
underside,n.,下面；底部
colony,n.,群体；殖民地
scurry,v.,急匆匆地跑
swarm,n.,一大群(昆虫)
swarm,v.,蜂拥
ingenuity,n.,心灵手巧；独创性
astronomy,n.,天文学
relative,adj.,相对的
infinitely,adv.,无限地
solar,adj.,太阳的
Venus,n.,金星
Mars,n.,火星
orbit,n.,轨道
orbit,v.,绕轨道运行
astronomical,adj.,天文学的；巨大的
generate,v.,产生
particle,n.,粒子；微粒
Jupiter,n.,木星
blot,n.,污点
analyse,v.,分析
bacteria,n.,细菌
oxygen,n.,氧气
realm,n.,领域；王国
endeavour,n.,努力
endeavour,v.,努力
boundary,n.,边界
pump,v.,泵送；打气
overtake,v.,超过
backwater,n.,死水；停滞不前的地方
predecessor,n.,前任；前辈
meadow,n.,草地
crown,n.,王冠
holly,n.,冬青
wreath,n.,花环
